Tokenized Statement,Label
"['When', 'a', 'sinkhole', 'began', 'dumping', 'toxic', 'water', 'in', 'Floridas', 'aquifer', 'Rick', 'Scott', 'tried', 'to', 'cover', 'it', 'up', '.']",barelytrue
"['Between', 'the', 'first', 'and', 'second', 'quarters', 'of', '2018', ' ', 'after', 'the', 'tax', 'cuts', 'were', 'enacted', ' ', 'real', 'wages', 'fell', 'by', '1.8', 'percent', '.']",barelytrue
"['SHOCK', 'REPORT', 'Senator', 'McCaskill', 'BUSTED', 'Funneling', 'Millions', 'of', 'Tax', 'Dollars', 'to', 'Her', 'Hubby', '.']",barelytrue
"['Trump', 'just', 'gave', 'a', '$', '12', 'billion', 'bailout', 'to', 'farmers', 'hurt', 'by', 'his', 'failed', 'tariffs', '.', 'This', 'will', 'cost', 'every', 'household', 'in', 'the', 'U.S.', '$', '95', ' ', 'Trump', 'is', 'borrowing', 'the', 'money', 'from', 'China', 'since', 'his', 'tax', 'cuts', 'blew', 'a', 'trillion', 'dollar', 'hole', 'in', 'the', 'deficit', '.']",barelytrue
"['Says', 'Scott', 'Walker', 'has', 'cut', 'more', 'from', 'public', 'education', 'than', 'he', 's', 'put', 'back', 'in', 'obviously', '.', 'He', 'took', '$', '1.6', 'billion', 'and', 'some', 'change', 'away', 'and', 'then', 'puts', 'back', '$', '630', 'million', 'and', 'he', 's', 'calling', 'that', 'progress', '.']",barelytrue
"['Collusion', 'is', 'not', 'a', 'crime', '.']",barelytrue
"['Says', 'Foxconn', 'is', 'under', 'investigation', 'in', 'mainland', 'China', 'for', 'securities', 'fraud', 'environmental', 'fraud', 'and', 'labor', 'fraud', '.']",barelytrue
"['PreK', 'has', 'gone', 'down', 'since', 'the', 'current', 'mayor', 'took', 'office', '.']",barelytrue
"['Congressman', 'Ron', 'DeSantis', 'sponsored', 'legislation', 'to', 'increase', 'sales', 'taxes', 'by', '23', 'percent', 'hurting', 'families', 'destroying', 'jobs', 'devastating', 'tourism']",barelytrue
"['Says', 'political', 'interference', 'from', 'Scott', 'Walkers', 'administration', 'has', 'led', 'to', 'gagging', 'DNR', 'scientists', 'so', 'they', 'can', 'no', 'longer', 'comment', 'on', 'proposed', 'legislation', 'and', 'were', 'letting', 'polluters', 'write', 'their', 'own', 'permits', '.']",barelytrue
"['Says', 'detained', 'immigrant', 'parents', 'separated', 'from', 'their', 'children', 'at', 'the', 'border', 'are', 'being', 'charged', 'as', 'much', 'as', '$', '8', 'a', 'minute', 'to', 'call', 'their', 'children', '.']",barelytrue
"['Says', 'Sen.', 'Joe', 'Donnellys', 'family', 'got', 'caught', 'outsourcing', 'jobs', 'to', 'Mexico', 'and', 'Mexico', 'Joe', 'profited', 'up', 'to', '$', '80000', '.']",barelytrue
"['Every', 'time', 'Trump', 'comes', 'here', 'to', 'play', 'golf', 'Florida', 'taxpayers', 'are', 'paying', 'for', 'it', '.', '...', 'Jeff', 'Greene', 'will', 'put', 'a', 'stop', 'to', 'that', 'day', '1', '.']",barelytrue
"['President', 'Trump', 'proposed', 'the', 'increase', 'to', '$', '700', 'billion', 'to', 'our', 'military', 'budget', 'which', 'included', 'the', '355ship', 'Navy', 'which', 'included', 'a', 'military', 'pay', 'increase', 'a', 'modest', 'one', 'which', 'included', 'a', 'yet', 'even', 'more', 'modest', 'housing', 'allowance', 'but', 'yet', 'Sen.', 'Tim', 'Kaine', 'even', 'voted', 'against', 'giving', 'more', 'money', 'to', 'our', 'men', 'and', 'women', 'who', 'are', 'in', 'the', 'military', 'service', 'and', 'against', 'our', 'housing', 'allowance', '.']",barelytrue
"['Barack', 'Obama', 'I', 'm', 'the', 'First', 'Sitting', 'American', 'President', 'to', 'Come', 'From', 'Kenya', '.']",barelytrue
"['In', 'Wisconsin', 'abortion', 'is', 'still', 'a', 'crime', '.']",barelytrue
"['Says', 'Joe', 'Manchin', 'said', 'yes', 'to', 'repealing', 'Obamacare', '.', 'He', 'lied', '.']",barelytrue
"['Richard', 'Cordray', 'wants', 'to', 'raise', 'your', 'taxes', 'by', 'reversing', 'President', 'Trumps', 'tax', 'reform', '.']",barelytrue
"['The', 'price', 'of', 'soybeans', 'has', 'fallen', '50', 'since', '5', 'years', 'before', 'the', 'election', '.', 'A', 'big', 'reason', 'is', 'bad', 'terrible', 'trade', 'deals', 'with', 'other', 'countries', '.']",barelytrue
"['NASA', 'prepping', '17yearold', 'Alyssa', 'Carson', 'to', 'become', 'first', 'human', 'on', 'Mars', '.']",barelytrue
"['Tammy', 'Baldwin', 'opposed', 'displaying', 'the', 'flag', 'and', 'reciting', 'the', 'Pledge', 'of', 'Allegiance', 'or', 'singing', 'the', 'National', 'Anthem', 'in', 'our', 'classrooms', '.']",barelytrue
"['Says', 'John', 'Brennan', 'was', 'a', 'member', 'of', 'the', 'Communist', 'Party', 'during', 'the', 'Cold', 'War', '.']",barelytrue
"['In', '2016', 'when', 'Hillary', 'Clinton', 'appeared', 'to', 'have', 'a', 'firm', 'lead', 'in', 'the', 'polls', ' ', 'oh', 'just', 'before', 'the', 'election', 'it', 'was', 'President', 'Obama', 'who', 'laughed', 'off', 'any', 'notion', 'that', 'American', 'elections', 'could', 'possibly', 'be', 'tampered', 'with', '.']",barelytrue
"['An', 'elderly', 'British', 'politician', 'has', 'been', 'savagely', 'beaten', 'to', 'a', 'bloody', 'pulp', 'by', 'a', 'gang', 'of', 'antiTrump', 'protestors', 'because', 'he', 'welcomed', 'the', 'U.S.', 'president', 'to', 'the', 'United', 'Kingdom', '.']",barelytrue
"['Says', 'Supreme', 'Court', 'nomineeBrettKavanaughs', 'opinion', 'that', 'a', 'president', 'may', 'decline', 'to', 'enforce', 'a', 'statute', '.', '.', '.', 'when', 'the', 'president', 'deems', 'the', 'statute', 'unconstitutional', 'is', 'contrary', 'to', '200', 'years', 'of', 'Supreme', 'Court', 'precedent', '.']",barelytrue
"['The', 'United', 'States', 'was', 'paying', 'for', 'anywhere', 'from', '70', 'to', '90', 'percent', 'of', 'NATO', 'depending', 'on', 'the', 'way', 'you', 'calculate', '.']",barelytrue
"['Says', 'Brett', 'Kavanaugh', 'is', 'proObamacare', '.']",barelytrue
"['On', 'assault', 'weapons', 'Supreme', 'Court', 'nominee', 'Brett', 'Kavanaughs', 'position', 'is', 'way', 'out', 'of', 'the', 'judicial', 'mainstream', 'far', 'to', 'the', 'right', 'of', 'even', 'late', 'Justice', 'Scalia', '.']",barelytrue
"['Foxconn', 'will', 'not', 'face', 'oversight', 'from', 'any', 'federal', 'state', 'or', 'local', 'agency', 'to', 'guarantee', 'it', 'complies', 'with', 'our', 'wetlands', 'protection', 'laws', '.']",barelytrue
"['US', 'representatives', 'promise', 'implement', 'of', 'UN', 'guncontrol', 'plans']",barelytrue
"['The', 'Iran', 'deal', 'handed', 'billions', 'of', 'dollars', 'of', 'cash', 'on', 'cargo', 'planes', 'sent', 'it', 'to', 'a', 'state', 'sponsor', 'of', 'terror', 'and', 'Tammy', 'Baldwin', 'was', 'one', 'of', 'the', 'first', 'U.S.', 'senators', 'to', 'get', 'on', 'board', 'and', 'support', 'that', '.']",barelytrue
"['Kurt', 'Russell', 'said', 'that', 'celebrities', 'should', 'nt', 'get', 'political', 'when', 'it', 'comes', 'to', 'Donald', 'Trump', '.']",barelytrue
"['We', 've', 'already', 'started', 'the', 'border', 'wall', '.', 'We', 'started', 'it', 'in', 'San', 'Diego', '.']",barelytrue
"['Florida', 'taxpayers', 'pay', 'tens', 'of', 'millions', 'of', 'dollars', 'a', 'year', 'to', 'feed', 'and', 'house', 'in', 'our', 'prison', 'system', 'criminal', 'illegal', 'aliens', '.']",barelytrue
"['Obama', 'administration', 'kept', 'illegal', 'Mexican', 'kids', 'in', 'detention', 'camps', 'as', 'experiment']",barelytrue
"['Fact', 'Over', '90000', 'kids', 'were', 'detained', 'under', 'Obama', '.', 'And', 'no', 'one', 'cared', '.']",barelytrue
"['$', '1', 'billionthats', 'how', 'much', 'Bruce', 'Rauner', 'has', 'wasted', 'with', 'his', 'budget', 'crisis', '.']",barelytrue
"['Busted', 'Obama', 'is', 'holding', 'secret', 'meetings', 'to', 'overtake', 'the', 'White', 'House']",barelytrue
"['States', 'with', 'voter', 'ID', 'laws', 'have', 'seen', 'zero', 'decrease', 'in', 'participation', '.', 'Most', 'have', 'seen', 'an', 'increase', '.']",barelytrue
"['Says', 'Sen.', 'Tim', 'Kaine', 'approves', 'of', 'and', 'even', 'applauds', 'his', 'sons', 'participation', 'in', 'a', 'known', 'terrorist', 'organization', 'Antifa', '.']",barelytrue
"['I', 'have', 'always', 'condemned', ' ', 'any', 'of', 'these', 'white', 'supremacists', 'or', 'bigots', 'or', 'anything', 'like', 'that', '.']",barelytrue
"['There', 's', 'actually', 'a', 'court', 'order', 'that', 'prevents', 'keeping', 'the', 'kids', 'with', 'the', 'parents', 'when', 'you', 'put', 'the', 'parents', 'in', 'jail', '.']",barelytrue
"['Says', 'Bill', 'Nelson', 'voted', 'for', 'cuts', 'to', 'Medicare', 'providers', 'and', 'voted', 'to', 'weaken', 'Social', 'Security', 'protections', 'as', 'a', 'U.S.', 'senator', '.']",barelytrue
"['Trumps', 'DHS', 'secretary', 'confirms', 'they', 'are', 'preparing', 'to', 'arrest', 'sanctuary', 'city', 'leaders', '.']",barelytrue
"['Says', 'Bill', 'Clinton', 'spent', '$', '3', 'billion', 'and', 'got', 'nothing', '.', 'And', 'North', 'Korea', 'started', 'making', 'nuclear', 'weapons', 'a', 'day', 'later', '.']",barelytrue
"['The', 'city', 'that', 'I', 'was', 'mayor', 'of', 'was', '50', 'percent', 'Latino', 'and', 'I', 'won', 'with', '90', 'percent', 'of', 'the', 'vote', '...']",barelytrue
"['On', 'Mike', 'DeWines', 'record', 'as', 'attorney', 'generalOpioid', 'deaths', 'have', 'tripled', 'on', 'his', 'watch', 'and', 'there', 'have', 'been', 'cuts', 'to', 'funds', 'for', 'first', 'responders', 'and', 'people', 'in', 'the', 'community', 'fighting', 'the', 'crisis', '.']",barelytrue
"['SayPresident', 'Donald', 'Trump', 'dictated', 'a', 'short', 'but', 'accurate', 'response', 'to', 'the', 'New', 'York', 'Times', 'article', 'about', 'the', 'Trump', 'Tower', 'meeting', 'with', 'Russians', '.']",barelytrue
"['One', 'legislative', 'Republicans', 'district', 'gets', 'almost', 'all', 'the', 'school', 'supply', 'funding', '.']",barelytrue
"['SaysWisconsin', 'could', 'compel', 'Foxconn', 'to', 'install', 'solar', 'panels', 'that', 'would', 'power', '33000', 'homes', '.']",barelytrue
"['I', 'left', 'the', 'White', 'House', '$', '16', 'million', 'in', 'debt', '.']",barelytrue
"['We', 'are', 'the', 'only', 'metropolitan', 'area', 'in', 'the', 'country', 'that', 's', 'losing', 'population', '.']",barelytrue
"['Says', 'Wisconsin', 'does', 'nt', 'even', 'give', 'released', 'prison', 'inmates', 'a', 'bus', 'ticket', 'to', 'get', 'home', '.']",barelytrue
"['New', 'York', 'state', 'has', 'the', 'second', 'highest', 'millionaires', 'tax', 'in', 'the', 'nation', '.']",barelytrue
"['Jim', 'Renacci', 'has', 'been', 'a', 'lobbyist', 'even', 'while', 'in', 'Congress', 'and', 'voted', 'to', 'make', 'it', 'easier', 'for', 'lobbyists', 'to', 'hold', 'key', 'government', 'positions', 'and', 'harder', 'to', 'investigate', 'conflicts', 'of', 'interest', '.']",barelytrue
"['Amazon', 'Echo', 'is', 'recording', 'every', 'conversation', 'in', 'a', 'persons', 'home', 'and', 'transmitting', 'it', 'to', 'the', 'cloud', '.']",barelytrue
"['It', 'is', 'a', 'myth', 'that', 'perstudent', 'funding', 'only', 'rose', 'by', '47', 'cents', 'this', 'year', '.']",barelytrue
"['Gov.', 'Kay', 'Ivey', 'gave', 'nearly', '$', '1', 'million', 'of', 'taxpayers', 'money', 'to', 'a', 'liberal', 'activist', 'organization', 'that', 'promotes', 'alternative', 'lifestyles', 'and', 'transgenderism', '.']",barelytrue
"['Gov.', 'Wolf', 'is', 'trying', 'to', 'implement', 'a', 'severance', 'tax', 'that', 'would', 'be', 'financed', 'by', 'Pennsylvanias', 'working', 'class']",barelytrue
"['A', 'recent', 'spending', 'bill', 'had', 'at', 'least', '$', '1.6', 'billion', 'in', 'there', '...', 'for', 'schools', 'to', 'give', 'them', 'an', 'opportunity', 'to', 'secure', 'them', '.']",barelytrue
"['El', 'precio', 'de', 'combustible', 'ha', 'aumentado', 'un', '25', 'este', 'ao', ' ', 'The', 'price', 'of', 'gas', 'has', 'increased', '25', 'this', 'year', '.']",barelytrue
"['I', 've', 'lived', 'in', 'Milwaukee', 'all', '61', 'years', 'of', 'my', 'life', '.']",barelytrue
"['You', 're', 'going', 'to', 'have', 'an', 'increase', 'in', 'the', 'amount', 'of', 'ice', 'in', 'Antarctica', 'because', 'of', 'global', 'warming', '.']",barelytrue
"['Thanks', 'to', 'the', 'strong', 'charter', 'school', 'reforms', 'put', 'in', 'place', 'while', 'I', 'was', 'Senate', 'President', 'the', 'online', 'charter', 'school', 'ECOT', 'was', 'caught', 'and', 'is', 'out', 'of', 'business', '.']",barelytrue
"['Says', 'he', 's', 'not', 'a', 'politician', '.']",barelytrue
"['A', 'legal', 'settlement', 'that', 'reined', 'in', 'Chicago', 'police', 'resulted', 'in', 'approximately', '236', 'additional', 'victims', 'killed', 'and', 'over', '1100', 'additional', 'shootings', 'in', '2016', 'alone', '.']",barelytrue
"['Says', 'of', 'MS13', 'gang', 'members', 'We', 'are', 'getting', 'them', 'out', 'of', 'our', 'country', 'by', 'the', 'thousands', '.']",barelytrue
"['If', 'Joe', 'Manchin', 'had', 'his', 'way', 'Judge', 'Gorsuch', 'never', 'would', 'have', 'been', 'able', 'to', 'get', 'a', 'vote', '.']",barelytrue
"['Says', 'Dean', 'Heller', 'has', 'voted', 'for', 'a', 'GOP', 'bill', 'that', 'funded', 'efforts', 'to', 'revive', 'Yucca', 'Mountain', '.']",barelytrue
"['I', 'doubled', 'my', 'AfricanAmerican', 'poll', 'numbers', '.', 'We', 'went', 'from', '11', 'to', '22', 'in', 'one', 'week', '.']",barelytrue
"['Says', 'he', 'was', 'instrumental', 'to', 'passing', 'two', 'recent', 'pieces', 'of', 'legislation', 'that', 'were', 'a', 'huge', 'victory', 'for', 'firefighters', 'across', 'the', 'state', '.']",barelytrue
"['Saysillegal', 'immigration', 'is', 'costing', 'us', '$', '130', 'billion', 'a', 'year', 'to', 'house', 'and', 'feed', 'and', 'give', 'benefits', 'to', 'people', 'that', 'should', 'nt', 'be', 'even', 'in', 'the', 'country', '.']",barelytrue
"['We', 'have', 'laws', 'on', 'the', 'books', 'where', 'people', 'can', 'walk', 'right', 'up', 'to', 'our', 'ports', 'of', 'entry', 'say', 'I', 'have', 'a', 'credible', 'fear', 'of', 'persecution', 'and', 'we', 'bring', 'them', 'in', '.', 'We', 'do', 'nt', 'send', 'them', 'back', '.']",barelytrue
"['Says', 'Florida', 'Gov.', 'Rick', 'Scott', 'just', 'signed', 'a', 'bill', 'that', 'could', 'make', 'most', 'of', 'Floridas', 'beaches', 'private', '.']",barelytrue
"['California', 'State', 'Assembly', 'bill', 'would', 'ban', 'the', 'sale', 'of', 'the', 'Bible']",barelytrue
"['USDA', 'approves', 'slaughterhouses', 'producing', 'horse', 'meat', 'for', 'human', 'consumption']",barelytrue
"['Says', 'that', 'as', 'of', 'March', '2018', 'compared', 'with', '2017', 'there', 's', 'been', 'a', 'more', 'than', '200', 'percent', 'increase', 'in', 'the', 'number', 'of', 'people', 'who', 'are', 'apprehended', 'coming', 'across', 'the', 'border', '.', 'And', 'Ill', 'tell', 'you', 'this', 'there', 's', 'been', 'a', 'more', 'than', '200', 'percent', 'increase', 'in', 'apprehension', 'of', 'heroin', 'coming', 'across', 'the', 'border', '.']",barelytrue
"['Says', 'Jacky', 'Rosen', 'promised', 'to', 'repeal', 'middleclass', 'tax', 'cut', '.']",barelytrue
"['Out', 'of', '860', 'bills', 'Sen.', 'Bill', 'Nelson', 'has', 'introduced', 'in', 'Congress', 'only', '10', 'have', 'passed', '.']",barelytrue
"['Says', 'that', 'despite', 'a', 'recent', 'increase', 'in', 'school', 'funding', 'Scott', 'Walker', 'has', 'taken', 'over', 'a', 'billion', 'dollars', 'from', 'the', 'public', 'schools', '.']",barelytrue
"['In', 'the', 'wake', 'of', 'the', 'Republicanbacked', 'tax', 'bill', 'more', 'than', '100000', 'American', 'workers', 'have', 'already', 'been', 'laid', 'off', 'in', '2018', '.']",barelytrue
"['In', 'Congress', 'Patrick', 'Morrisey', 'wrote', 'the', 'health', 'care', 'law', 'giving', 'free', 'health', 'care', 'to', 'illegals', '.']",barelytrue
"['On', 'average', 'American', 'women', 'only', 'earn', '80', 'cents', 'for', 'every', 'dollar', 'a', 'man', 'earns', 'for', 'doing', 'the', 'same', 'job', '.']",barelytrue
"['Luke', 'Messer', 'He', 'plotted', 'with', 'the', 'NeverTrumpers', 'to', 'steal', 'the', 'nomination', 'from', 'President', 'Trump', '.']",barelytrue
"['Says', 'that', 'in', 'the', 'U.S.', 'Capitol', 'Stephen', 'F.', 'Austins', 'and', 'Sam', 'Houstons', 'statues', 'are', 'the', 'only', 'ones', 'holding', 'a', 'rifle', 'or', 'a', 'sword', '.']",barelytrue
"['Rick', 'Scott', 'wants', 'to', 'destroy', 'Social', 'Security', 'by', 'privatizing', 'it', '.']",barelytrue
"['Congresswoman', 'Martha', 'McSally', 'voted', 'to', 'let', 'companies', 'sell', 'your', 'internet', 'data', 'to', 'the', 'highest', 'bidder', 'without', 'your', 'consent', '.', 'Then', 'she', 'got', 'paid', '$', '42000', 'by', 'the', 'very', 'corporations', 'she', 'allowed', 'to', 'sell', 'your', 'personal', 'info', '.']",barelytrue
"['Says', 'Eric', 'Holder', 'and', 'his', 'group', 'came', 'in', 'and', 'made', 'the', 'Wisconsin', 'Supreme', 'Court', 'race', 'highly', 'partisan', '.']",barelytrue
"['EPA', 'administrator', 'Scott', 'Pruitts', 'shortterm', 'rentalwas', 'about', 'market', 'rate', '.']",barelytrue
"['Says', 'Scott', 'Pruitts', 'security', 'spending', 'was', 'somewhat', 'more', 'than', 'his', 'predecessor', '.']",barelytrue
"['A', 'recent', 'stomach', 'virus', 'outbreak', 'at', 'the', 'beleaguered', 'Quincy', 'Veterans', 'Home', 'shows', 'Gov.', 'Bruce', 'Rauner', 'is', 'letting', 'persistent', 'health', 'issues', 'jeopardize', 'the', 'wellbeing', 'of', 'our', 'nations', 'heroes', '.']",barelytrue
"['This', 'will', 'be', 'the', 'last', 'time', ' ', 'April', ' ', 'that', 'you', 're', 'going', 'to', 'fill', 'out', 'that', 'oldfashioned', 'big', 'lots', 'of', 'pages', 'complicated', 'tax', 'form', '.', 'Because', 'next', 'April', 'you', 're', 'going', 'to', 'in', 'many', 'cases', 'file', 'one', 'page', 'one', 'card', '.', 'Its', 'going', 'to', 'be', 'very', 'very', 'different', '.', 'Very', 'very', 'different', '.']",barelytrue
"['Paul', 'Ryan', 'has', 'blocked', 'all', 'action', 'to', 'strengthen', 'our', 'gun', 'laws', '.']",barelytrue
"['We', 've', 'started', 'building', 'the', 'wall', '.']",barelytrue
"['Mexico', 'has', 'very', 'strong', 'border', 'laws', ' ', 'ours', 'are', 'pathetic', '.']",barelytrue
"['Last', 'year', 'we', 'lost', '$', '500', 'billion', 'on', 'trade', 'with', 'China', '.']",barelytrue
"['Says', 'Rebecca', 'Dallet', 'is', 'a', 'hypocrite', 'because', 'she', 'took', 'money', 'from', 'attorneys', 'with', 'over', '100', 'cases', 'before', 'her', '.']",barelytrue
"['Small', 'businesses', 'in', 'West', 'Virginia', 'make', 'up', 'about', '96', 'percent', 'of', 'our', 'states', 'economy', '.']",barelytrue
"['Since', 'taking', 'office', 'Andrew', 'Cuomo', 'has', 'given', 'massive', 'tax', 'breaks', 'to', 'corporations', 'and', 'the', 'super', 'rich', '.']",barelytrue
"['In', 'the', 'Senate', 'Mike', 'DeWine', 'voted', 'with', 'Hillary', 'Clinton', 'to', 'let', 'illegal', 'immigrants', 'receive', 'Social', 'Security', '.', 'And', 'in', 'Ohio', 'DeWine', 'allowed', 'illegal', 'immigrants', 'to', 'receive', 'drivers', 'licenses', '.']",barelytrue
"['Says', 'Donald', 'Trump', 'decided', 'to', 'not', 'work', 'with', 'Cambridge', 'Analytica', 'during', 'the', 'election', '.']",barelytrue
"['Mark', 'Harris', 'worked', 'to', 'stop', 'Trump', 'from', 'being', 'president', '.']",barelytrue
"['A', 'quarter', 'of', 'our', 'guns', 'are', 'sold', 'outside', 'of', 'the', 'background', 'checks', '.']",barelytrue
"['We', 'do', 'have', 'a', 'Trade', 'Deficit', 'with', 'Canada', 'as', 'we', 'do', 'with', 'almost', 'all', 'countries', 'some', 'of', 'them', 'massive', '.']",barelytrue
"['The', 'Obama', 'administration', 'had', 'cut', '$', '300', 'million', 'from', 'school', 'safety', '.']",barelytrue
"['California', 'wo', 'nt', 'let', 'law', 'enforcement', 'officers', 'like', 'you', 'and', 'your', 'peopletransfer', 'prisoners', 'to', 'ICE', 'custody', 'or', 'even', 'to', 'communicate', 'with', 'ICE', 'that', 'you', 're', 'about', 'to', 'release', 'them', 'from', 'your', 'custody', ' ', 'people', 'that', 'ICE', 'is', 'looking', 'for', '.']",barelytrue
"['When', 'ScottWalker', 'told', 'firefighters', 'we', 'did', 'nt', 'need', 'to', 'worry', 'about', 'Act', '10', 'we', 'said', 'hell', 'no', 'we', 'stand', 'with', 'working', 'Wisconsinites', 'everywhere', '.']",barelytrue
"['Floridas', 'school', 'marshal', 'program', 'passed', 'by', 'the', 'Florida', 'House', 'is', 'the', 'firstofits', 'kind', '.']",barelytrue
"['President', 'Donald', 'Trumps', 'latest', 'set', 'of', 'sanctions', 'against', 'companies', 'and', 'countries', 'benefiting', 'North', 'Korea', 'includes', 'every', 'nation', 'but', 'one', 'making', 'shipments', 'to', 'North', 'Korea', '.', 'The', 'one', 'nation', 'Trump', 'exempted', 'from', 'his', 'punitive', 'ban', 'was', '.', '.', '.', 'wait', 'for', 'it', '.', '.', '.', 'drumroll', 'Russia', '.']",barelytrue
"['Electrolux', 'Swedens', 'largest', 'appliance', 'maker', 'has', 'just', 'abandoned', 'a', '$', '250', 'million', 'investment', 'in', 'the', 'United', 'States', 'because', 'of', 'the', 'steel', 'tariffs', '.', 'That', 'is', 'retaliation', '.']",barelytrue
"['Says', 'abortion', 'is', 'the', 'leading', 'cause', 'of', 'death', 'for', 'black', 'Americans', 'and', 'kills', 'as', 'many', 'as', '1000', 'black', 'children', 'every', 'day', '.']",barelytrue
"['In', 'comparing', 'mass', 'shootings', 'France', 'had', 'a', 'higher', 'casualty', 'rate', 'in', 'one', 'year', 'than', 'the', 'entire', 'two', 'administrations', 'of', 'Barack', 'Obama', '.']",barelytrue
"['Mass', 'shootings', 'went', 'up', '200', 'percent', 'in', 'the', 'decade', 'after', 'the', 'assault', 'weapons', 'ban', 'expired', '.']",barelytrue
"['Last', 'year', 'I', 'proposed', 'directing', 'more', 'of', 'the', 'education', 'budget', 'to', 'teacher', 'salaries', 'a', 'move', 'that', 'would', 'have', 'resulted', 'in', 'an', 'average', '$', '10000', 'raise', 'for', 'teachers', '.']",barelytrue
"['Here', 'in', 'Florida', 'despite', '14', 'school', 'shootings', 'in', 'eight', 'years', 'we', 'still', 'have', 'some', 'of', 'the', 'weakest', 'gun', 'laws', 'in', 'the', 'nation', '.']",barelytrue
"['In', 'most', 'states', 'you', 'can', 'buy', 'an', 'assault', 'rifle', 'with', 'no', 'proof', 'of', 'ID', 'but', 'in', 'every', 'state', 'you', 'need', 'proof', 'of', 'ID', 'to', 'vote', '.']",barelytrue
"['I', 'have', 'been', 'much', 'tougher', 'on', 'Russia', 'than', 'Obama', 'just', 'look', 'at', 'the', 'facts', '.', 'Total', 'Fake', 'News']",barelytrue
"['I', 'do', 'nt', 'need', 'a', 'lecture', 'from', 'Kirsten', 'Gillibrand', 'or', 'anybody', 'else', 'who', 'protected', 'and', 'defended', 'and', 'harbored', 'a', 'sitting', 'president', 'who', 'had', 'sexual', 'relations', 'in', 'the', 'Oval', 'Office', 'and', 'was', 'impeached', 'for', 'lying', '.']",barelytrue
"['Says', 'he', 'has', 'a', 'plan', 'for', '$', '1', 'billion', 'in', 'tax', 'relief', 'for', 'Illinois', '.']",barelytrue
"['In', 'the', 'rest', 'of', 'the', 'world', 'there', 'have', 'been', '18', 'school', 'shootings', 'in', 'the', 'last', 'twenty', 'years', '.', 'In', 'the', 'U.S.', 'there', 'have', 'been', '18', 'school', 'shootings', 'since', 'January', '1', '.']",barelytrue
"['Heitkamp', 'has', 'voted', 'against', 'Trump', '68', 'percent', 'of', 'time', '.']",barelytrue
"['The', 'Democrats', 'are', 'pushing', 'for', 'Universal', 'HealthCare', 'while', 'thousands', 'of', 'people', 'are', 'marching', 'in', 'the', 'UK', 'because', 'their', 'U', 'system', 'is', 'going', 'broke', 'and', 'not', 'working', '.']",barelytrue
"['Says', 'Mike', 'DeWine', 'interfered', 'with', 'and', 'stifled', 'a', 'sexual', 'harassment', 'investigation', 'and', 'then', 'eliminated', 'the', 'office', 'that', 'investigated', 'harassment', 'claims', 'within', 'the', 'AGs', 'office', '.']",barelytrue
"['We', 'invested', 'in', 'our', 'transportation', 'system', '$', '24', 'billion', 'over', 'eight', 'years', '.', 'That', 's', '$', '3', 'billion', 'more', 'than', 'what', 'former', 'Governor', 'Jim', 'Doyle', 'spent', 'on', 'transportation', 'over', 'the', 'same', 'period', 'of', 'time', '.']",barelytrue
"['Says', 'the', 'Texas', 'Department', 'of', 'Agriculture', 'did', 'nt', 'notify', 'over', '700', 'Texas', 'students', 'about', 'a', 'computer', 'hack', 'releasing', 'critical', 'personal', 'information', 'including', 'Social', 'Security', 'numbers', 'until', '32', 'days', 'after', 'the', 'breach', '.']",barelytrue
"['Instead', 'of', 'two', 'for', 'one', 'we', 'have', 'cut', '22', 'burdensome', 'regulations', 'for', 'everyone', 'new', 'rule', '.']",barelytrue
"['45.6', 'million', 'people', 'watched', 'the', 'State', 'of', 'the', 'Union', 'the', 'highest', 'number', 'in', 'history', '.', 'FoxNews', 'beat', 'every', 'other', 'Network', 'for', 'the', 'first', 'time', 'ever', 'with', '11.7', 'million', 'people', 'tuning', 'in', '.']",barelytrue
"['We', 'have', 'the', 'highest', 'graduation', 'rate', 'of', 'basketball', 'players', 'in', 'the', 'history', 'of', 'the', 'NCAA', '.', 'We', 'have', 'the', 'highest', 'graduation', 'rate', 'of', 'AfricanAmerican', 'basketball', 'players', 'in', 'the', 'history', 'of', 'the', 'NCAA', 'in', 'basketball', '.']",barelytrue
"['A', 'single', 'immigrant', 'can', 'bring', 'in', 'unlimited', 'numbers', 'of', 'distant', 'relatives', '.']",barelytrue
"['Says', 'Paul', 'Soglin', 'took', 'Madison', 'backward', ' ', 'businesses', 'have', 'left', 'and', 'murders', 'have', 'gone', 'up', '.']",barelytrue
"['In', 'the', 'past', 'we', 'have', 'foolishly', 'released', 'hundreds', 'and', 'hundreds', 'of', 'dangerous', 'terrorists', 'only', 'to', 'meet', 'them', 'again', 'on', 'the', 'battlefield', ' ', 'including', 'the', 'ISIS', 'leader', 'alBaghdadi', 'who', 'we', 'captured', 'who', 'we', 'had', 'who', 'we', 'released', '.']",barelytrue
"['We', 'are', 'now', 'very', 'proudly', 'an', 'exporter', 'of', 'energy', 'to', 'the', 'world', '.']",barelytrue
"['After', 'years', 'of', 'wage', 'stagnation', 'we', 'are', 'finally', 'seeing', 'rising', 'wages', '.']",barelytrue
"['Work', 'requirements', 'have', 'been', 'proven', 'to', 'help', 'impoverished', 'families', 'move', 'from', 'dependency', 'to', 'selfsufficiency', '.']",barelytrue
